blank_path,annotated_path,cropped_path,species,confidence,bbox,time,model,camera,detection_conf,cropped
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-17 11-18-11 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_08_17_11_18_11_NA_animal.JPG,none,animal,none,"[0.7016, 0.4972, 0.1484, 0.1444]",2024_08_17_11_18_11,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-05-09 09-40-09 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2023_05_09_09_40_09_Cat_0.JPG,Cat,0.9830559492111206,"[[189.5623016357422, 1003.23046875, 844.2804565429688, 1407.548095703125]]",2023_05_09_09_40_09,day,NA,0.9539408087730408,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-01-27 18-36-55 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_01_27_18_36_55_Dingo_0.JPG,Dingo,0.3970365822315216,"[[817.9474487304688, 599.1272583007812, 1478.5897216796875, 1414.938232421875]]",2022_01_27_18_36_55,day,NA,0.9887943863868713,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-09-01 17-13-48 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_09_01_17_13_48_Cat_0.JPG,Cat,0.9972550272941589,"[[1557.3446044921875, 741.88671875, 1800.1875, 967.2578125]]",2024_09_01_17_13_48,day,NA,0.9395902156829834,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-08-07 16-22-29 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_08_07_16_22_29_Kangaroo_0.JPG,Kangaroo,0.8849050402641296,"[[1123.7711181640625, 376.55255126953125, 1913.3909912109375, 1414.5814208984375]]",2022_08_07_16_22_29,day,NA,0.8742392659187317,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-18 13-42-16 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_08_18_13_42_16_NA_animal.JPG,none,animal,none,"[0.5834, 0.7861, 0.4165, 0.1909]",2024_08_18_13_42_16,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-07-21 11-17-28 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_07_21_11_17_28_Rabbit_0.JPG,Rabbit,0.3894917964935303,"[[1272.184814453125, 905.7696533203125, 1739.6156005859375, 1406.06005859375]]",2022_07_21_11_17_28,day,NA,0.9634273052215576,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/RCNX0047.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_06_04_15_42_04_Cat_0.JPG,Cat,0.9923986792564392,"[[1219.6710205078125, 740.0038452148438, 1545.773193359375, 916.2265014648438]]",2024_06_04_15_42_04,day,NA,0.8932282328605652,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-05-30 15-19-37 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2023_05_30_15_19_37_Rabbit_0.JPG,Rabbit,0.831274688243866,"[[803.5564575195312, 1002.4890747070312, 2046.411376953125, 1402.134033203125]]",2023_05_30_15_19_37,day,NA,0.858458399772644,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-21 08-37-38 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_08_21_08_37_38_Cat_0.JPG,Cat,0.9575760960578918,"[[1531.2518310546875, 730.9310913085938, 1932.8775634765625, 965.8154296875]]",2024_08_21_08_37_38,day,NA,0.9389327168464661,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/RCNX0236.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_05_01_09_01_57_NA_animal.JPG,none,animal,none,"[0.3959, 0.5055, 0.1186, 0.1041]",2024_05_01_09_01_57,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-04-09 07-03-03 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_04_09_07_03_03_Cat_0.JPG,Cat,0.9951105713844299,"[[914.0818481445312, 813.3740234375, 1665.3148193359375, 1274.4029541015625]]",2024_04_09_07_03_03,day,NA,0.9634190201759338,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2021-09-06 17-20-07 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2021_09_06_17_20_07_Cat_0.JPG,Cat,0.8014646768569946,"[[1575.607421875, 685.2664184570312, 2040.1571044921875, 1012.9716796875]]",2021_09_06_17_20_07,day,NA,0.9552199840545654,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-08-16 16-04-50 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2023_08_16_16_04_50_Cat_0.JPG,Cat,0.9919410943984985,"[[1170.7554931640625, 835.048828125, 2048.0, 1408.5894775390625]]",2023_08_16_16_04_50,day,NA,0.9804176092147827,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-03-10 18-37-31 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_03_10_18_37_31_Cat_0.JPG,Cat,0.9618667364120483,"[[1045.7255859375, 797.9586181640625, 2044.2615966796875, 1408.7584228515625]]",2024_03_10_18_37_31,day,NA,0.9627671837806702,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-21 12-51-01 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_08_21_12_51_01_Cat_0.JPG,Cat,0.9709769487380981,"[[2.64208984375, 777.2326049804688, 784.0386962890625, 1409.2806396484375]]",2024_08_21_12_51_01,day,NA,0.9849694967269897,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-03-23 19-03-16 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2024_03_23_19_03_16_Cat_0.JPG,Cat,0.8746926784515381,"[[83.8855972290039, 673.2601318359375, 552.9321899414062, 1060.5699462890625]]",2024_03_23_19_03_16,day,NA,0.9654764533042908,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-08-19 13-01-58 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2023_08_19_13_01_58_Cat_0.JPG,Cat,0.9852178692817688,"[[0.0, 725.8388671875, 203.81472778320312, 1239.9912109375]]",2023_08_19_13_01_58,day,NA,0.8775284886360168,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/RCNX0029.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_06_04_15_05_15_NA_animal.JPG,none,animal,none,"[0.4604, 0.4756, 0.1, 0.1118]",2024_06_04_15_05_15,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/RCNX0030.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_06_04_15_05_15_NA_animal.JPG,none,animal,none,"[0.497, 0.4854, 0.1201, 0.1118]",2024_06_04_15_05_15,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-06-23 12-33-56 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2024_06_23_12_33_56_Cat_0.JPG,Cat,0.8865870237350464,"[[1548.735595703125, 749.329345703125, 1810.624267578125, 1095.4930419921875]]",2024_06_23_12_33_56,day,NA,0.9466381072998047,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-26 13-15-52 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2024_08_26_13_15_52_Cat_0.JPG,Cat,0.41204097867012024,"[[743.1408081054688, 799.9279174804688, 1113.314453125, 1389.8345947265625]]",2024_08_26_13_15_52,day,NA,0.9654019474983215,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-09-14 17-44-49 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_09_14_17_44_49_Cat_0.JPG,Cat,0.9926896691322327,"[[379.2416076660156, 627.0961303710938, 604.4143676757812, 810.5383911132812]]",2024_09_14_17_44_49,day,NA,0.9319190979003906,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-11-30 05-07-48 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_11_30_05_07_48_Kangaroo_0.JPG,Kangaroo,0.7945396304130554,"[[68.7413101196289, 34.40380859375, 893.3849487304688, 1400.001708984375]]",2022_11_30_05_07_48,day,NA,0.9334812760353088,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-05-15 17-37-41 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_05_15_17_37_41_Cat_0.JPG,Cat,0.3202758729457855,"[[151.09976196289062, 620.2638549804688, 501.874267578125, 804.8765869140625]]",2022_05_15_17_37_41,day,NA,0.8989462852478027,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-10-14 05-50-45 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Kangaroo/NA_2022_10_14_05_50_45_Kangaroo_0.JPG,Kangaroo,0.969359815120697,"[[1457.6724853515625, 659.6610717773438, 1947.2205810546875, 1401.2393798828125]]",2022_10_14_05_50_45,day,NA,0.8660621047019958,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-03-02 17-29-47 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2023_03_02_17_29_47_Kangaroo_0.JPG,Kangaroo,0.28794223070144653,"[[754.54296875, 665.2609252929688, 1453.5526123046875, 1145.270751953125]]",2023_03_02_17_29_47,day,NA,0.9527665376663208,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-05-27 17-36-59 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_05_27_17_36_59_NA_animal.JPG,none,animal,none,"[0.0, 0.4645, 0.0668, 0.3152]",2022_05_27_17_36_59,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-09-01 09-53-20 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_09_01_09_53_20_NA_animal.JPG,none,animal,none,"[0.0463, 0.4256, 0.0126, 0.0215]",2024_09_01_09_53_20,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-09-01 09-53-20 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_09_01_09_53_20_NA_animal.JPG,none,animal,none,"[0.852, 0.4652, 0.0932, 0.1131]",2024_09_01_09_53_20,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-22 16-12-47 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_08_22_16_12_47_Cat_0.JPG,Cat,0.9830465912818909,"[[1579.3797607421875, 736.23974609375, 1944.5765380859375, 1011.0481567382812]]",2024_08_22_16_12_47,day,NA,0.917163074016571,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2021-08-18 16-04-00 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2021_08_18_16_04_00_Cat_0.JPG,Cat,0.9686152338981628,"[[1309.0299072265625, 746.6719360351562, 1619.229736328125, 1042.5277099609375]]",2021_08_18_16_04_00,day,NA,0.9530086517333984,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-07-25 13-58-46 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2023_07_25_13_58_46_NA_animal.JPG,none,animal,none,"[0.6596, 0.5527, 0.3403, 0.4236]",2023_07_25_13_58_46,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-27 16-00-06 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_08_27_16_00_06_Cat_0.JPG,Cat,0.9983271956443787,"[[0.0, 699.1644897460938, 392.27716064453125, 1129.5946044921875]]",2024_08_27_16_00_06,day,NA,0.9488567113876343,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-04-17 17-39-56 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2024_04_17_17_39_56_Kangaroo_0.JPG,Kangaroo,0.5754293203353882,"[[960.142578125, 842.4816284179688, 1889.783203125, 1395.76171875]]",2024_04_17_17_39_56,day,NA,0.9754054546356201,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-12-04 04-37-53 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_12_04_04_37_53_Cat_0.JPG,Cat,0.5561230778694153,"[[782.7003784179688, 792.6791381835938, 938.9089965820312, 1234.9810791015625]]",2022_12_04_04_37_53,day,NA,0.9439851641654968,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-07-06 11-25-27 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2024_07_06_11_25_27_Rabbit_0.JPG,Rabbit,0.7164890766143799,"[[1673.3333740234375, 729.3598022460938, 1773.0565185546875, 893.6746215820312]]",2024_07_06_11_25_27,day,NA,0.9175004959106445,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-08-06 09-50-20 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_08_06_09_50_20_Cat_0.JPG,Cat,0.8918317556381226,"[[1250.0416259765625, 744.1107788085938, 1441.4354248046875, 940.3549194335938]]",2022_08_06_09_50_20,day,NA,0.9305366277694702,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-08-08 13-13-25 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_08_08_13_13_25_Dingo_0.JPG,Dingo,0.7086632251739502,"[[134.8306427001953, 891.4327392578125, 732.3474731445312, 1352.48486328125]]",2022_08_08_13_13_25,day,NA,0.9598561525344849,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-08-26 16-29-22 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_08_26_16_29_22_Dingo_0.JPG,Dingo,0.41520678997039795,"[[203.3888702392578, 593.0957641601562, 1112.9158935546875, 1414.1331787109375]]",2022_08_26_16_29_22,day,NA,0.8703278303146362,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-08-26 16-29-22 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_08_26_16_29_22_Rabbit_1.JPG,Rabbit,0.3447543978691101,"[[204.87608337402344, 591.4777221679688, 1111.2076416015625, 1413.822265625]]",2022_08_26_16_29_22,day,NA,0.8450669050216675,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-07-09 14-59-41 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_07_09_14_59_41_NA_animal.JPG,none,animal,none,"[0.0, 0.6548, 1.0, 0.3215]",2024_07_09_14_59_41,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-02-26 18-25-02 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_02_26_18_25_02_Cat_0.JPG,Cat,0.8589056134223938,"[[1477.1326904296875, 765.6881103515625, 1782.1717529296875, 1232.4908447265625]]",2022_02_26_18_25_02,day,NA,0.9213038682937622,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-05-27 17-37-01 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_05_27_17_37_01_Rabbit_0.JPG,Rabbit,0.6947839856147766,"[[343.095947265625, 648.0353393554688, 501.36822509765625, 974.8908081054688]]",2022_05_27_17_37_01,day,NA,0.8529489636421204,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-05-27 17-37-01 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2022_05_27_17_37_01_Rabbit_1.JPG,Rabbit,0.6639115214347839,"[[344.7276306152344, 647.4749145507812, 499.396484375, 972.8319702148438]]",2022_05_27_17_37_01,day,NA,0.801879346370697,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2021-11-17 18-00-34 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Rabbit/NA_2021_11_17_18_00_34_Rabbit_0.JPG,Rabbit,0.9058552384376526,"[[1151.6002197265625, 937.2937622070312, 1817.8023681640625, 1408.190673828125]]",2021_11_17_18_00_34,day,NA,0.951974093914032,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-03-10 18-36-17 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_03_10_18_36_17_Cat_0.JPG,Cat,0.9875780940055847,"[[124.35816955566406, 635.5661010742188, 382.06842041015625, 794.88232421875]]",2024_03_10_18_36_17,day,NA,0.8655835390090942,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-06-23 16-52-44 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_06_23_16_52_44_Cat_0.JPG,Cat,0.2781510651111603,"[[262.8728942871094, 604.4976806640625, 486.0902404785156, 753.2119140625]]",2022_06_23_16_52_44,day,NA,0.8866333365440369,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-21 08-59-01 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2024_08_21_08_59_01_Cat_0.JPG,Cat,0.7524576187133789,"[[1622.749755859375, 716.0718383789062, 1991.705078125, 1008.1121215820312]]",2024_08_21_08_59_01,day,NA,0.9530512094497681,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/RCNX0240.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_05_01_09_01_59_NA_animal.JPG,none,animal,none,"[0.6958, 0.534, 0.1806, 0.1381]",2024_05_01_09_01_59,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-17 15-59-00 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_08_17_15_59_00_Cat_0.JPG,Cat,0.9830573201179504,"[[300.7353210449219, 692.021484375, 525.9848022460938, 808.8375244140625]]",2024_08_17_15_59_00,day,NA,0.8738288879394531,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-17 12-02-55 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_08_17_12_02_55_Dingo_0.JPG,Dingo,0.8863130211830139,"[[1197.9859619140625, 768.5831909179688, 2048.0, 1408.6636962890625]]",2024_08_17_12_02_55,day,NA,0.9427412748336792,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-03-13 17-05-29 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2023_03_13_17_05_29_Cat_0.JPG,Cat,0.9827193021774292,"[[71.08515930175781, 632.072021484375, 1640.0126953125, 1416.2232666015625]]",2023_03_13_17_05_29,day,NA,0.9456984400749207,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-10-26 18-44-02 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_10_26_18_44_02_Cat_0.JPG,Cat,0.42864665389060974,"[[557.8588256835938, 913.58740234375, 1215.8599853515625, 1403.7210693359375]]",2022_10_26_18_44_02,day,NA,0.9527313709259033,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-19 17-55-20 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_08_19_17_55_20_Cat_0.JPG,Cat,0.9769648313522339,"[[15.146875381469727, 631.8362426757812, 437.2327575683594, 865.1603393554688]]",2024_08_19_17_55_20,day,NA,0.9463657736778259,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-05-16 15-30-08 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2023_05_16_15_30_08_Cat_0.JPG,Cat,0.7701672911643982,"[[1603.780029296875, 703.4918212890625, 1789.0277099609375, 835.2113647460938]]",2023_05_16_15_30_08,day,NA,0.9254276156425476,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-11-24 07-05-49 M 2_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_11_24_07_05_49_NA_animal.JPG,none,animal,none,"[0.2607, 0.4833, 0.0815, 0.0826]",2022_11_24_07_05_49,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-10-14 16-40-12 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2023_10_14_16_40_12_Cat_0.JPG,Cat,0.8415546417236328,"[[1743.8656005859375, 729.5492553710938, 2048.0, 1389.7352294921875]]",2023_10_14_16_40_12,day,NA,0.9487156271934509,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-07-17 11-25-15 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_07_17_11_25_15_Cat_0.JPG,Cat,0.7229771018028259,"[[0.0, 867.3377075195312, 211.635498046875, 1089.1229248046875]]",2022_07_17_11_25_15,day,NA,0.8387954831123352,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2023-04-12 07-20-52 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2023_04_12_07_20_52_Cat_0.JPG,Cat,0.9933618307113647,"[[330.4972839355469, 1025.0853271484375, 997.7859497070312, 1409.1279296875]]",2023_04_12_07_20_52,day,NA,0.939816951751709,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-07-22 15-37-04 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2024_07_22_15_37_04_Cat_0.JPG,Cat,0.9577215313911438,"[[1600.059814453125, 830.3497314453125, 1856.333251953125, 1029.7088623046875]]",2024_07_22_15_37_04,day,NA,0.9339198470115662,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-08-05 17-05-04 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Cat/NA_2022_08_05_17_05_04_Cat_0.JPG,Cat,0.9672013521194458,"[[731.5997314453125, 836.017578125, 1328.5225830078125, 1268.163330078125]]",2022_08_05_17_05_04,day,NA,0.9542381167411804,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-08-03 14-08-18 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2024_08_03_14_08_18_Cat_0.JPG,Cat,0.41799217462539673,"[[94.708740234375, 753.4446411132812, 606.7431640625, 1273.90771484375]]",2024_08_03_14_08_18,day,NA,0.9618142247200012,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-02-18 05-34-12 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2022_02_18_05_34_12_Cat_0.JPG,Cat,0.816399872303009,"[[0.18671874701976776, 681.7127075195312, 968.73828125, 1406.0770263671875]]",2022_02_18_05_34_12,day,NA,0.9425057172775269,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2022-10-29 05-32-42 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_10_29_05_32_42_Dingo_0.JPG,Dingo,0.3947815001010895,"[[1516.3387451171875, 878.2564697265625, 2048.0, 1407.8212890625]]",2022_10_29_05_32_42,day,NA,0.9507582187652588,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Cat/2024-10-13 18-33-48 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Cat/NA_2024_10_13_18_33_48_Cat_0.JPG,Cat,0.5854621529579163,"[[971.3197631835938, 786.0082397460938, 1358.0931396484375, 1173.317626953125]]",2024_10_13_18_33_48,day,NA,0.9562728404998779,YES
